race_source_id,date,course,race_type,subtype,distance,distance_yards,horse,finish_position,or,pooled_rating,subtype_rating,subtype_same_day_rating,subtype_historical_rating,pooled_standard,subtype_standard,pooled_sample,subtype_sample
837304,2025-01-05,Chepstow,handicap,chase,3m 2f 54y,5774,Katate Dori,1,110,-75.85,-75.85,-,-,412.81,412.81,2,2
840548,2025-01-25,Uttoxeter,maiden,hurdle,1m 7f 168y,3468,Watching Over You,8,,-75.83,-84.18,-8.35,-56.86,236.00,234.41,50,41
844645,2025-02-20,Huntingdon,handicap,hurdle,2m 3f 137y,4317,Seasmoke,4,87,275.80,275.80,-,298.21,290.52,290.52,14,14
845372,2025-02-26,Bangor-on-Dee,novice,chase,2m 1f 77y,3817,Ostend,3,117,-75.74,-75.74,-,12.65,256.28,256.28,9,9
845200,2025-02-25,Leicester,handicap,chase,2m 4f 25y,4425,Tilly Toughnut,4,97,-75.61,-75.61,34.30,22.47,322.39,322.39,9,9
842716,2025-02-09,Chepstow,maiden,hurdle,2m 3f 100y,4280,Noble Recall,13,,-75.47,-75.47,32.61,-8.66,296.73,296.73,21,21
836807,2025-01-01,Exeter,handicap,hurdle,2m 5f 137y,4757,Thirtyfour Thirty,9,102,-75.33,-75.33,21.34,23.27,331.93,331.93,9,9
844642,2025-02-20,Huntingdon,maiden,hurdle,2m 4f 145y,4545,Fortune Dancer,12,,-75.24,-75.24,-,-63.25,309.10,309.10,11,11
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Willaston,6,120,-75.24,-75.24,-,-93.43,316.10,316.10,19,19
895573,2025-12-26,Aintree,handicap,chase,3m 210y,5490,Dubai Days,8,124,-75.21,-75.21,-49.65,-48.70,377.95,377.95,6,6
841550,2025-01-28,Chepstow,,nh_flat,2m 11y,3531,Tuck Your Shirt In,6,,-75.04,-103.85,-,-0.43,240.18,234.57,35,6
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,Benson,6,124,274.95,274.95,148.69,283.44,351.14,351.14,3,3
889036,2025-11-12,Bangor-on-Dee,handicap,hurdle,2m 3f 123y,4303,Della Casa Lunga,7,136,-74.63,-74.63,23.55,-14.98,287.48,287.48,20,20
842528,2025-02-07,Bangor-on-Dee,chase,chase,3m 30y,5310,For One Night Only,7,,-74.48,-74.48,-,-10.73,371.09,371.09,10,10
892736,2025-12-04,Market Rasen,handicap,chase,2m 3f 34y,4214,Beat The Edge,5,83,-74.29,-74.29,-,-49.88,294.85,294.85,5,5
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Well Educated,5,108,-74.24,-74.24,-,-92.43,316.10,316.10,19,19
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Heart Of Rome,9,85,-74.23,-74.23,-,-5.55,303.58,303.58,26,26
838885,2025-01-11,Ffos Las,maiden,hurdle,2m 4f,4400,Kiss Me Moon,10,,-74.11,-74.11,-,6.57,303.58,303.58,26,26
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Mini Yeats,8,82,-74.03,-74.03,-,-5.35,303.58,303.58,26,26
840559,2025-01-26,Sedgefield,handicap,chase,3m 2f 59y,5779,Monaghan Boy,10,80,-74.01,-74.01,-11.62,-10.32,412.13,412.13,8,8
879811,2025-09-19,Newton Abbot,maiden,hurdle,2m 5f 122y,4742,Roe And Co,4,,-74.00,-74.00,-,-46.92,319.81,319.81,16,16
893229,2025-12-10,Hexham,handicap,chase,1m 7f 133y,3433,Treaty Boy,4,96,-73.95,-73.95,60.12,1.52,250.45,250.45,7,7
886082,2025-10-21,Perth,maiden,hurdle,2m 47y,3567,Solway Staree,8,66,-73.80,-76.38,-,-35.64,238.00,237.49,20,17
866530,2025-07-06,Market Rasen,maiden,hurdle,2m 4f 139y,4539,Mayor Kingston,5,,-73.79,-73.79,28.85,-92.34,318.79,318.79,24,24
880460,2025-09-23,Warwick,handicap,chase,3m,5280,Jubilant,3,122,273.68,273.68,-,193.08,376.02,376.02,10,10
834745,2025-01-01,Cheltenham,,nh_flat,2m 179y,3699,Merely A Detail,16,,-73.64,-,-,-,245.56,-,11,1
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Ike Sport,4,128,273.47,273.47,-,257.68,324.83,324.83,7,7
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Ballystone,4,124,-73.24,-73.24,-,-91.43,316.10,316.10,19,19
880460,2025-09-23,Warwick,handicap,chase,3m,5280,Deep Purple,4,118,273.18,273.18,-,192.58,376.02,376.02,10,10
842700,2025-02-08,Uttoxeter,handicap,chase,3m,5280,Hot Rod Lincoln,1,91,-73.14,-73.14,-,-25.82,375.37,375.37,3,3
845372,2025-02-26,Bangor-on-Dee,novice,chase,2m 1f 77y,3817,Cabhfuilfungi,2,123,-72.99,-72.99,-,15.40,256.28,256.28,9,9
842538,2025-02-07,Kempton,handicap,hurdle,2m 5f,4620,Sirekoff,6,109,-72.93,-72.93,-,-51.95,308.98,308.98,11,11
836807,2025-01-01,Exeter,handicap,hurdle,2m 5f 137y,4757,Of Corse I Can,8,80,-72.83,-72.83,23.84,25.77,331.93,331.93,9,9
893228,2025-12-10,Hexham,handicap,chase,2m 4f 15y,4415,The Jeweller's Pet,4,97,-72.83,-72.83,111.83,27.51,321.05,321.05,11,11
844645,2025-02-20,Huntingdon,handicap,hurdle,2m 3f 137y,4317,Briery Butterfly,5,91,272.30,272.30,-,294.71,290.52,290.52,14,14
844642,2025-02-20,Huntingdon,maiden,hurdle,2m 4f 145y,4545,Varinia,11,,-72.24,-72.24,-,-60.25,309.10,309.10,11,11
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Peacenik,5,124,272.22,272.22,-,256.43,324.83,324.83,7,7
845373,2025-02-26,Bangor-on-Dee,maiden,hurdle,2m 145y,3665,Getaways Gift,4,,-72.18,-72.16,-,17.06,244.50,244.50,20,17
842538,2025-02-07,Kempton,handicap,hurdle,2m 5f,4620,Thunderclap,5,112,-72.18,-72.18,-,-51.20,308.98,308.98,11,11
847052,2025-03-08,Ayr,handicap,hurdle,3m 70y,5350,Jirko,10,93,-72.15,-72.15,23.62,-4.60,389.56,389.56,10,10
845578,2025-02-27,Taunton,handicap,hurdle,2m 7f 198y,5258,Salley Gardens,5,112,-71.79,-71.79,-,-16.00,359.03,359.03,9,9
845777,2025-02-28,Ffos Las,handicap,hurdle,2m 4f,4400,Twp Stori,4,87,-71.76,-71.76,68.71,42.76,303.58,303.58,26,26
889586,2025-11-15,Uttoxeter,maiden,hurdle,2m 3f 207y,4387,Cool Brise,7,,-71.68,-71.68,-,38.42,301.73,301.73,31,31
889604,2025-11-16,Fontwell,handicap,hurdle,2m 5f 164y,4784,No Guarantee,9,77,-71.65,-71.65,-,-58.15,329.30,329.30,19,19
893228,2025-12-10,Hexham,handicap,chase,2m 4f 15y,4415,King Of Cong,3,95,-71.58,-71.58,113.08,28.76,321.05,321.05,11,11
845374,2025-02-26,Bangor-on-Dee,maiden,hurdle,2m 3f 123y,4303,Kingbel Du Lion,1,,-71.36,-71.36,-,33.08,287.48,287.48,20,20
866535,2025-07-06,Market Rasen,maiden,nh_flat,2m 125y,3645,Minella Dreams,7,,-71.31,-86.59,-3.80,-40.23,254.00,250.96,39,11
845578,2025-02-27,Taunton,handicap,hurdle,2m 7f 198y,5258,Sirekoff,4,106,-71.29,-71.29,-,-15.50,359.03,359.03,9,9
845775,2025-02-28,Ffos Las,handicap,chase,2m 7f 177y,5237,The Big Reveal,4,81,-70.86,-70.86,101.38,55.32,387.95,387.95,9,9
842529,2025-02-07,Bangor-on-Dee,handicap,chase,3m 30y,5310,Victoria Milano,6,112,-70.82,-70.82,-,-6.21,371.09,371.09,10,10
838565,2025-01-13,Exeter,handicap,hurdle,2m 5f 137y,4757,Stage Show,13,81,-70.65,-70.65,-19.24,16.32,331.93,331.93,9,9
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,East Eagle,9,82,270.61,270.61,-,243.08,382.89,382.89,9,9
844645,2025-02-20,Huntingdon,handicap,hurdle,2m 3f 137y,4317,Queen Of Steel,6,81,270.55,270.55,-,292.96,290.52,290.52,14,14
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,River Voyage,2,88,-70.52,-94.34,15.88,-4.16,361.16,356.32,20,11
836773,2025-01-01,Musselburgh,handicap,chase,2m 4f 68y,4468,Valleyview Tommy,6,88,-70.52,-70.52,28.37,9.24,312.63,312.63,7,7
842695,2025-02-08,Uttoxeter,novice,hurdle,2m 7f 70y,5130,Special John,4,,-70.46,-70.46,-,-18.04,352.19,352.19,25,25
845185,2025-02-21,Exeter,handicap,hurdle,2m 5f 137y,4757,Cooleenymore,3,102,-70.41,-70.41,82.67,-12.56,331.93,331.93,9,9
845202,2025-02-25,Leicester,maiden,chase,2m 4f 25y,4425,Fine Dining,4,,-70.41,-70.41,38.85,27.89,322.39,322.39,9,9
845775,2025-02-28,Ffos Las,handicap,chase,2m 7f 177y,5237,Jikala,3,84,-70.36,-70.36,101.88,55.82,387.95,387.95,9,9
896321,2025-12-31,Uttoxeter,maiden,hurdle,2m 7f 70y,5130,Inishcorker,2,123,-70.34,-70.34,37.99,-45.15,352.19,352.19,25,25
893859,2025-12-15,Plumpton,handicap,hurdle,2m 4f 116y,4516,El Arco,7,84,-69.99,-69.99,-,-59.06,305.43,305.43,11,11
845185,2025-02-21,Exeter,handicap,hurdle,2m 5f 137y,4757,Chauffeur Driven,2,91,-69.91,-69.91,83.17,-12.06,331.93,331.93,9,9
859284,2025-05-26,Huntingdon,handicap,hurdle,3m 1f 10y,5510,Saint Bibiana,1,110,269.74,269.74,106.21,245.48,385.70,385.70,11,11
891846,2025-11-29,Bangor-on-Dee,handicap,chase,2m 4f 72y,4472,Ilovethenightlife,2,124,-69.69,-69.69,45.83,-17.28,302.99,302.99,8,8
869244,2025-07-21,Cartmel,handicap,chase,3m 1f 107y,5607,Cloughroe,5,116,-69.59,-69.59,32.81,25.23,393.51,393.51,7,7
842864,2025-02-10,Catterick,,nh_flat,1m 7f 156y,3456,Fearless Dragon,5,,-69.38,-84.13,-67.08,-74.91,230.40,227.68,15,3
841727,2025-01-30,Wincanton,chase,chase,3m 1f 30y,5530,King Orry,4,100,-69.32,-69.32,-,62.04,405.29,405.29,10,10
841295,2025-01-30,Wincanton,handicap,hurdle,2m 3f 179y,4359,Stage Show,7,79,-69.12,-69.12,-,55.89,296.91,296.91,8,8
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Walkinthewoods,7,92,-69.03,-69.03,-,-0.35,303.58,303.58,26,26
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,Lightonthewing,1,84,-69.02,-92.84,17.38,-2.66,361.16,356.32,20,11
879811,2025-09-19,Newton Abbot,maiden,hurdle,2m 5f 122y,4742,Cinnodin,3,,-69.00,-69.00,-,-41.92,319.81,319.81,16,16
844083,2025-02-18,Taunton,maiden,hurdle,2m 104y,3624,Bradman,8,,-68.98,-63.83,-,-41.91,243.29,244.31,25,20
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Got Grey,6,113,268.97,268.97,-,253.18,324.83,324.83,7,7
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,Thunder Rock,7,139,268.95,268.95,142.69,277.44,351.14,351.14,3,3
857320,2025-05-14,Perth,chase,chase,2m 7f 180y,5240,Somptueux,3,121,-68.86,-68.86,-,-88.47,368.13,368.13,15,15
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Our Dylan,6,102,-68.73,-68.73,-,-0.05,303.58,303.58,26,26
862572,2025-06-13,Newton Abbot,handicap,hurdle,3m 2f 105y,5825,Boskill Borden,7,89,-68.66,-68.66,-,-60.50,397.17,397.17,8,8
865303,2025-06-29,Cartmel,novice,hurdle,2m 1f 46y,3786,Nika Pika,8,,-68.61,-68.61,-,-45.45,252.59,252.59,15,15
842406,2025-02-06,Ffos Las,handicap,chase,2m 7f 177y,5237,Bobmahley,9,98,-68.48,-68.48,37.85,46.09,387.95,387.95,9,9
850968,2025-04-03,Aintree,,nh_flat,2m 209y,3729,Kapability,20,113,-68.46,-81.17,-65.53,-77.05,245.09,242.84,11,5
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Siberian Star,5,98,-68.23,-68.23,-,0.45,303.58,303.58,26,26
891841,2025-11-29,Doncaster,handicap,chase,3m 2f 1y,5721,No Regrets,4,108,-68.17,-68.17,-,5.80,392.00,392.00,3,3
857320,2025-05-14,Perth,chase,chase,2m 7f 180y,5240,Shantou Moon,2,84,-68.11,-68.11,-,-87.72,368.13,368.13,15,15
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Jukebox Joker,4,80,-68.03,-68.03,-,0.65,303.58,303.58,26,26
843756,2025-02-15,Wincanton,maiden,hurdle,1m 7f 50y,3350,Gore Point,14,,-67.99,-67.99,-,-34.62,222.51,222.51,25,19
841295,2025-01-30,Wincanton,handicap,hurdle,2m 3f 179y,4359,Bellamy's Grey,6,73,-67.87,-67.87,-,57.14,296.91,296.91,8,8
845777,2025-02-28,Ffos Las,handicap,hurdle,2m 4f,4400,Leech,3,95,-67.76,-67.76,72.71,46.76,303.58,303.58,26,26
842528,2025-02-07,Bangor-on-Dee,chase,chase,3m 30y,5310,Frontal Assault,6,135,-67.48,-67.48,-,-3.73,371.09,371.09,10,10
888544,2025-11-08,Wincanton,handicap,chase,3m 1f 30y,5530,Threeunderthrufive,4,152,267.38,267.38,137.47,229.06,410.61,410.61,10,10
869244,2025-07-21,Cartmel,handicap,chase,3m 1f 107y,5607,Jerrash,4,120,-67.34,-67.34,35.06,27.48,393.51,393.51,7,7
842701,2025-02-08,Uttoxeter,handicap,hurdle,2m 3f 207y,4387,Kalabana,6,80,-67.32,-67.32,-,-26.38,301.73,301.73,31,31
892818,2025-12-05,Sandown,handicap,hurdle,1m 7f 216y,3516,Galactic Charm,7,118,-67.26,-62.52,-,-20.49,255.03,256.06,16,13
844083,2025-02-18,Taunton,maiden,hurdle,2m 104y,3624,I Like Ike,7,,-67.23,-62.08,-,-40.16,243.29,244.31,25,20
889035,2025-11-12,Bangor-on-Dee,novice,hurdle,2m 145y,3665,Thesoldiersminit,8,,-67.23,-67.20,12.91,-18.96,244.50,244.50,20,17
842528,2025-02-07,Bangor-on-Dee,chase,chase,3m 30y,5310,D'jango,5,123,-67.18,-67.18,-,-3.43,371.09,371.09,10,10
845200,2025-02-25,Leicester,handicap,chase,2m 4f 25y,4425,Lady Pretender,3,95,-67.11,-67.11,42.80,30.97,322.39,322.39,9,9
893143,2025-12-09,Uttoxeter,handicap,chase,3m 10y,5290,Madaket,5,116,-66.92,-66.92,43.38,10.65,371.63,371.63,14,14
844654,2025-02-21,Exeter,handicap,chase,3m 54y,5334,Largy Poet,1,132,-66.84,-66.84,107.36,-19.55,381.06,381.06,14,14
882336,2025-10-03,Hexham,handicap,chase,2m 4f 15y,4415,Am Still Here,3,88,-66.81,-66.81,-,-59.28,321.05,321.05,11,11
885396,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Cher Tara,3,97,-66.75,-66.75,-,-9.72,305.47,305.47,23,23
888544,2025-11-08,Wincanton,handicap,chase,3m 1f 30y,5530,Tommie Beau,5,135,266.63,266.63,136.72,228.31,410.61,410.61,10,10
869062,2025-07-20,Stratford,handicap,hurdle,3m 2f 83y,5803,Hurst Hill,2,86,-66.53,-66.53,-,-90.48,400.50,400.50,3,3
869241,2025-07-21,Cartmel,handicap,hurdle,2m 6f 31y,4871,Sky Luna,9,91,-66.52,-66.52,28.07,16.95,335.55,335.55,12,12
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Electric Mason,7,130,266.47,266.47,-,250.68,324.83,324.83,7,7
889378,2025-11-14,Southwell,handicap,hurdle,2m 4f 88y,4488,Chaos Control,7,114,-66.45,-70.29,-,-13.52,319.13,318.35,33,23
879024,2025-09-15,Worcester,maiden,hurdle,2m,3520,Truly Yours,12,,-66.33,-63.14,-15.71,-58.07,235.44,236.05,46,34
840543,2025-01-26,Fontwell,handicap,chase,2m 5f 135y,4755,Master Mikey Dee,4,69,-66.32,-66.32,42.33,-9.53,342.37,342.37,7,7
836808,2025-01-01,Exeter,novice,hurdle,2m 161y,3681,Tractor Jack,5,,-66.27,-74.05,2.26,5.81,253.39,251.88,24,18
869241,2025-07-21,Cartmel,handicap,hurdle,2m 6f 31y,4871,Perfect Poli,8,84,-66.22,-66.22,28.37,17.25,335.55,335.55,12,12
838889,2025-01-11,Ffos Las,handicap,hurdle,2m 7f 191y,5251,Mahland,8,121,-66.20,-66.20,-,28.71,365.08,365.08,9,9
845373,2025-02-26,Bangor-on-Dee,maiden,hurdle,2m 145y,3665,Scar Bridge,3,,-66.18,-66.16,-,23.06,244.50,244.50,20,17
847052,2025-03-08,Ayr,handicap,hurdle,3m 70y,5350,Lord De Vinci,9,99,-66.15,-66.15,29.62,1.40,389.56,389.56,10,10
840552,2025-01-25,Uttoxeter,handicap,chase,3m 2f 13y,5733,Wal Buck's,3,114,-65.88,-65.88,39.79,-22.47,405.30,405.30,7,7
838917,2025-01-15,Newbury,handicap,hurdle,3m 52y,5332,Fontana Ellissi,8,113,-65.87,-65.87,-,17.93,358.25,358.25,4,4
839098,2025-01-11,Ffos Las,handicap,hurdle,2m 4f,4400,Korus,3,105,-65.78,-65.78,-,2.90,303.58,303.58,26,26
842720,2025-02-09,Chepstow,handicap,hurdle,2m 3f 100y,4280,Jukebox Joker,8,80,-65.78,-65.78,41.86,9.25,296.73,296.73,21,21
891847,2025-11-29,Bangor-on-Dee,handicap,chase,3m 30y,5310,Abbeydale,7,120,-65.64,-65.64,68.69,0.50,371.09,371.09,10,10
894600,2025-12-19,Uttoxeter,maiden,hurdle,1m 7f 168y,3468,Driver's Pick,10,,-65.62,-73.75,30.77,-,236.00,234.41,50,41
884760,2025-10-13,Hereford,handicap,hurdle,2m 5f 163y,4783,Donnie Azoff,1,117,265.52,265.52,-,229.96,340.88,340.88,4,4
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Westerdale,10,77,-65.46,-65.46,-,-19.65,361.35,361.35,9,9
893143,2025-12-09,Uttoxeter,handicap,chase,3m 10y,5290,Bells Of Peterboro,4,115,-65.42,-65.42,44.88,12.15,371.63,371.63,14,14
840552,2025-01-25,Uttoxeter,handicap,chase,3m 2f 13y,5733,Gold Emery,2,110,-65.38,-65.38,40.29,-21.97,405.30,405.30,7,7
841177,2025-01-26,Fontwell,,nh_flat,2m 1f 162y,3902,Saddlers Dream,6,,-65.31,-83.30,27.25,-18.89,266.10,262.63,40,7
844641,2025-02-20,Huntingdon,handicap,hurdle,3m 1f 10y,5510,Punxsutawney Phil,4,107,-65.28,-65.28,-,-51.46,378.27,378.27,11,11
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Miss Maverick,3,117,-65.24,-65.24,-,-83.43,316.10,316.10,19,19
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Push The Button,8,135,265.22,265.22,-,249.43,324.83,324.83,7,7
842528,2025-02-07,Bangor-on-Dee,chase,chase,3m 30y,5310,Minella Trump,4,130,-65.18,-65.18,-,-1.43,371.09,371.09,10,10
889036,2025-11-12,Bangor-on-Dee,handicap,hurdle,2m 3f 123y,4303,Go Dante,6,131,-65.13,-65.13,33.05,-5.48,287.48,287.48,20,20
842719,2025-02-09,Chepstow,handicap,chase,2m 7f 131y,5191,Phantom Getaway,4,110,-65.04,-54.42,67.40,32.95,361.16,363.26,20,8
842537,2025-02-07,Kempton,handicap,chase,3m,5280,Onethreefivenotout,6,113,-64.97,-64.97,-,-41.65,361.75,361.75,8,8
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Glory Hights,9,89,-64.96,-64.96,-,-19.15,361.35,361.35,9,9
880048,2025-09-21,Plumpton,handicap,hurdle,3m 217y,5497,The Wise Traveller,1,97,264.96,264.96,112.12,227.28,387.75,387.75,10,10
896325,2025-12-31,Uttoxeter,maiden,nh_flat,1m 7f 168y,3468,Maria Mes,12,,-64.90,-64.90,28.54,-46.04,236.00,236.00,50,8
892736,2025-12-04,Market Rasen,handicap,chase,2m 3f 34y,4214,Lone Soldier,4,78,-64.79,-64.79,-,-40.38,294.85,294.85,5,5
843757,2025-02-15,Wincanton,handicap,chase,1m 7f 149y,3449,Famoso,5,110,-64.71,-64.71,-,-29.28,231.28,231.28,2,2
845454,2025-02-23,Hereford,handicap,chase,3m 1f 44y,5544,Jo Lescribaa,3,104,-64.66,-64.66,55.19,5.05,391.27,391.27,12,12
894442,2025-12-18,Exeter,handicap,chase,2m 3f 48y,4228,Valirann Gold,2,86,-64.64,-64.64,64.35,36.35,298.00,298.00,11,11
834743,2025-01-01,Cheltenham,handicap,hurdle,2m 7f 213y,5273,Itchy Feet,8,139,-64.61,-64.61,52.49,48.78,359.11,359.11,7,7
889937,2025-11-18,Kelso,maiden,hurdle,2m 4f 189y,4589,Fairlawn Skipper,4,108,-64.42,-64.42,-,-5.36,311.98,311.98,17,17
847052,2025-03-08,Ayr,handicap,hurdle,3m 70y,5350,Miami Steve,8,100,-64.40,-64.40,31.37,3.15,389.56,389.56,10,10
